,Unnamed: 0,의원명,병명,백신명,가격,의원위치,위도,경도
345,345,국립중앙의료원,A형간염,박타프리필드 시린지 1ml,"50,000",서울 중구,37.5672412,127.0056589
346,346,국립중앙의료원,A형간염,박타프리필드 시린지 0.5ml,"25,000",서울 중구,37.5672412,127.0056589
347,347,국립중앙의료원,수두,수두박스주,"35,000",서울 중구,37.5672412,127.0056589
348,348,국립중앙의료원,수막구균,멘비오,"150,000",서울 중구,37.5672412,127.0056589
349,349,국립중앙의료원,수막구균,메낙트라주,"150,000",서울 중구,37.5672412,127.0056589
350,350,국립중앙의료원,사람유두종바이러스,가다실9프리필드시린지,"170,000",서울 중구,37.5672412,127.0056589
351,351,국립중앙의료원,사람유두종바이러스,가다실프리필드시린지,"130,000",서울 중구,37.5672412,127.0056589
352,352,국립중앙의료원,사람유두종바이러스,서바릭스프리필드시린지,"110,000",서울 중구,37.5672412,127.0056589
353,353,국립중앙의료원,인플루엔자,스카이셀플루4가프리필드시린지,"30,000",서울 중구,37.5672412,127.0056589
354,354,국립중앙의료원,인플루엔자,박씨그리프테트라주,"30,000",서울 중구,37.5672412,127.0056589
355,355,국립중앙의료원,장티푸스,지로티프-주,"15,000",서울 중구,37.5672412,127.0056589
356,356,국립중앙의료원,"Td(파상풍, 디프테리아)",디티부스터에스에스아이주,"30,000",서울 중구,37.5672412,127.0056589
357,357,국립중앙의료원,"Td(파상풍, 디프테리아)",에스케이티디백신주,"30,000",서울 중구,37.5672412,127.0056589
358,358,국립중앙의료원,"Td(파상풍, 디프테리아)",티디퓨어주,"30,000",서울 중구,37.5672412,127.0056589
359,359,국립중앙의료원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"40,000",서울 중구,37.5672412,127.0056589
360,360,국립중앙의료원,폐렴구균,프리베나13주,"86,500",서울 중구,37.5672412,127.0056589
361,361,국립중앙의료원,폐렴구균,프로디악스-23프리필드시린지,"40,000",서울 중구,37.5672412,127.0056589
362,362,국립중앙의료원,폐렴구균,프로디악스-23,"40,000",서울 중구,37.5672412,127.0056589
363,363,노원을지대학교병원,대상포진,조스타박스주,"170,000",서울 노원구,37.6363293,127.0697068
364,364,노원을지대학교병원,로타바이러스,로타텍액,"80,000",서울 노원구,37.6363293,127.0697068
365,365,노원을지대학교병원,A형간염,박타주 0.5ml,"42,500",서울 노원구,37.6363293,127.0697068
366,366,노원을지대학교병원,A형간염,박타프리필드 시린지 1ml,"66,000",서울 노원구,37.6363293,127.0697068
367,367,노원을지대학교병원,인플루엔자,스카이셀플루4가프리필드시린지,"40,000",서울 노원구,37.6363293,127.0697068
368,368,노원을지대학교병원,인플루엔자,플루아릭스테트라프리필드시린지,"40,000",서울 노원구,37.6363293,127.0697068
369,369,녹색병원,대상포진,조스타박스주,"132,000",서울 중랑구,37.5835069,127.0859585
370,370,녹색병원,A형간염,박타프리필드 시린지 1ml,"80,000",서울 중랑구,37.5835069,127.0859585
371,371,녹색병원,A형간염,박타프리필드 시린지 0.5ml,"40,000",서울 중랑구,37.5835069,127.0859585
372,372,녹색병원,수두,스카이바리셀라주,"35,000",서울 중랑구,37.5835069,127.0859585
373,373,녹색병원,사람유두종바이러스,가다실9프리필드시린지,"200,000",서울 중랑구,37.5835069,127.0859585
374,374,녹색병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,"35,000",서울 중랑구,37.5835069,127.0859585
375,375,녹색병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,"30,000",서울 중랑구,37.5835069,127.0859585
376,376,녹색병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"50,000",서울 중랑구,37.5835069,127.0859585
377,377,녹색병원,폐렴구균,프리베나13주,"120,000",서울 중랑구,37.5835069,127.0859585
378,378,녹색병원,폐렴구균,프로디악스-23프리필드시린지,"50,000",서울 중랑구,37.5835069,127.0859585
379,379,대림성모병원,대상포진,조스타박스주,"190,000",서울 영등포구,37.4906332,126.9071741
380,380,대림성모병원,A형간염,박타프리필드 시린지 1ml,"70,000",서울 영등포구,37.4906332,126.9071741
381,381,대림성모병원,수두,수두박스주,"35,000",서울 영등포구,37.4906332,126.9071741
382,382,대림성모병원,사람유두종바이러스,서바릭스프리필드시린지,"130,000",서울 영등포구,37.4906332,126.9071741
383,383,대림성모병원,사람유두종바이러스,가다실프리필드시린지,"180,000",서울 영등포구,37.4906332,126.9071741
384,384,대림성모병원,사람유두종바이러스,가다실9프리필드시린지,"210,000",서울 영등포구,37.4906332,126.9071741
385,385,대림성모병원,인플루엔자,보령플루Ⅷ테트라백신주,"35,000",서울 영등포구,37.4906332,126.9071741
386,386,대림성모병원,인플루엔자,비알플루텍III테트라백신프리필드시린지,"40,000",서울 영등포구,37.4906332,126.9071741
387,387,대림성모병원,"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,"30,000",서울 영등포구,37.4906332,126.9071741
388,388,대림성모병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"40,000",서울 영등포구,37.4906332,126.9071741
389,389,대림성모병원,폐렴구균,프리베나13주,"147,000",서울 영등포구,37.4906332,126.9071741
390,390,명지성모병원,대상포진,스카이조스터주,"130,000",서울 영등포구,37.4939034,126.8992293
391,391,명지성모병원,대상포진,조스타박스주,"190,000",서울 영등포구,37.4939034,126.8992293
392,392,명지성모병원,A형간염,하브릭스주 1ml,"80,000",서울 영등포구,37.4939034,126.8992293
393,393,명지성모병원,A형간염,아박심160U성인용주,"60,000",서울 영등포구,37.4939034,126.8992293
394,394,명지성모병원,사람유두종바이러스,가다실프리필드시린지,"180,000",서울 영등포구,37.4939034,126.8992293
395,395,명지성모병원,인플루엔자,스카이셀플루4가프리필드시린지,"35,000",서울 영등포구,37.4939034,126.8992293
396,396,명지성모병원,"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,"30,000",서울 영등포구,37.4939034,126.8992293
397,397,명지성모병원,폐렴구균,프리베나13주,"130,000",서울 영등포구,37.4939034,126.8992293
398,398,미즈메디병원,대상포진,조스타박스주,"170,000",서울 강서구,37.55214960000001,126.8359888
399,399,미즈메디병원,로타바이러스,로타텍액,"110,000",서울 강서구,37.55214960000001,126.8359888
400,400,미즈메디병원,A형간염,하브릭스주 0.5ml,"46,000",서울 강서구,37.55214960000001,126.8359888
401,401,미즈메디병원,A형간염,하브릭스주 1ml,"80,000",서울 강서구,37.55214960000001,126.8359888
402,402,미즈메디병원,A형간염,아박심160U성인용주,"80,000",서울 강서구,37.55214960000001,126.8359888
403,403,미즈메디병원,수두,수두박스주,"35,000",서울 강서구,37.55214960000001,126.8359888
404,404,미즈메디병원,수막구균,멘비오,"150,000",서울 강서구,37.55214960000001,126.8359888
405,405,미즈메디병원,사람유두종바이러스,가다실9프리필드시린지,"230,000",서울 강서구,37.55214960000001,126.8359888
406,406,미즈메디병원,사람유두종바이러스,가다실프리필드시린지,"200,000",서울 강서구,37.55214960000001,126.8359888
407,407,미즈메디병원,사람유두종바이러스,서바릭스프리필드시린지,"150,000",서울 강서구,37.55214960000001,126.8359888
408,408,미즈메디병원,인플루엔자,박씨그리프테트라주,"40,000",서울 강서구,37.55214960000001,126.8359888
409,409,미즈메디병원,인플루엔자,스카이셀플루4가프리필드시린지,"40,000",서울 강서구,37.55214960000001,126.8359888
410,410,미즈메디병원,인플루엔자,스카이셀플루4가프리필드시린지,"40,000",서울 강서구,37.55214960000001,126.8359888
411,411,미즈메디병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,"30,000",서울 강서구,37.55214960000001,126.8359888
412,412,미즈메디병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"44,000",서울 강서구,37.55214960000001,126.8359888
413,413,미즈메디병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"50,000",서울 강서구,37.55214960000001,126.8359888
414,414,미즈메디병원,폐렴구균,프로디악스-23프리필드시린지,"45,000",서울 강서구,37.55214960000001,126.8359888
415,415,미즈메디병원,폐렴구균,프리베나13주,"130,000",서울 강서구,37.55214960000001,126.8359888
416,416,미즈메디병원,폐렴구균,신플로릭스프리필드시린지,"126,000",서울 강서구,37.55214960000001,126.8359888
417,417,부민병원,대상포진,조스타박스주,"184,200",서울 강서구,37.556895,126.850927
418,418,부민병원,대상포진,스카이조스터주,"184,200",서울 강서구,37.556895,126.850927
419,419,부민병원,로타바이러스,로타텍액,"100,000",서울 강서구,37.556895,126.850927
420,420,부민병원,로타바이러스,로타릭스프리필드,"130,000",서울 강서구,37.556895,126.850927
421,421,부민병원,A형간염,하브릭스주 1ml,"70,000",서울 강서구,37.556895,126.850927
422,422,부민병원,A형간염,하브릭스주 0.5ml,"32,560",서울 강서구,37.556895,126.850927
423,423,부민병원,A형간염,아박심80U소아용주,"40,000",서울 강서구,37.556895,126.850927
424,424,부민병원,A형간염,아박심160U성인용주,"73,300",서울 강서구,37.556895,126.850927
425,425,부민병원,수두,수두박스주,"36,280",서울 강서구,37.556895,126.850927
426,426,부민병원,수막구균,멘비오,"150,000",서울 강서구,37.556895,126.850927
427,427,부민병원,사람유두종바이러스,가다실프리필드시린지,"180,000",서울 강서구,37.556895,126.850927
428,428,부민병원,인플루엔자,테라텍트프리필드시린지주,"35,000",서울 강서구,37.556895,126.850927
429,429,부민병원,인플루엔자,플루아릭스테트라프리필드시린지,"40,000",서울 강서구,37.556895,126.850927
430,430,부민병원,인플루엔자,보령플루Ⅷ테트라백신주,"40,000",서울 강서구,37.556895,126.850927
431,431,부민병원,인플루엔자,박씨그리프테트라주,"35,000",서울 강서구,37.556895,126.850927
432,432,부민병원,인플루엔자,플루아릭스테트라프리필드시린지,"40,000",서울 강서구,37.556895,126.850927
433,433,부민병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,"36,270",서울 강서구,37.556895,126.850927
434,434,부민병원,"Td(파상풍, 디프테리아)",티디퓨어주,"36,600",서울 강서구,37.556895,126.850927
435,435,부민병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"38,290",서울 강서구,37.556895,126.850927
436,436,부민병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"51,930",서울 강서구,37.556895,126.850927
437,437,부민병원,폐렴구균,프리베나13주,"135,980",서울 강서구,37.556895,126.850927
438,438,삼육서울병원,대상포진,조스타박스주,"190,000",서울 동대문구,37.58789489999999,127.0653215
439,439,삼육서울병원,로타바이러스,로타텍액,"100,000",서울 동대문구,37.58789489999999,127.0653215
440,440,삼육서울병원,A형간염,박타프리필드 시린지 1ml,"70,000",서울 동대문구,37.58789489999999,127.0653215
441,441,삼육서울병원,A형간염,박타프리필드 시린지 0.5ml,"40,000",서울 동대문구,37.58789489999999,127.0653215
442,442,삼육서울병원,수막구균,멘비오,"150,000",서울 동대문구,37.58789489999999,127.0653215
443,443,삼육서울병원,폐렴구균,프로디악스-23,"40,000",서울 동대문구,37.58789489999999,127.0653215
444,444,서울성심병원,대상포진,조스타박스주,"155,000",서울 동대문구,37.58414390000001,127.0498232
445,445,서울성심병원,로타바이러스,로타릭스프리필드,"100,000",서울 동대문구,37.58414390000001,127.0498232
446,446,서울성심병원,A형간염,아박심160U성인용주,"70,000",서울 동대문구,37.58414390000001,127.0498232
447,447,서울성심병원,A형간염,박타주 0.5ml,"40,000",서울 동대문구,37.58414390000001,127.0498232
448,448,서울성심병원,수두,수두박스주,"35,000",서울 동대문구,37.58414390000001,127.0498232
449,449,서울성심병원,수막구균,멘비오,"150,000",서울 동대문구,37.58414390000001,127.0498232
450,450,서울성심병원,사람유두종바이러스,가다실9프리필드시린지,"200,000",서울 동대문구,37.58414390000001,127.0498232
451,451,서울성심병원,사람유두종바이러스,가다실프리필드시린지,"180,000",서울 동대문구,37.58414390000001,127.0498232
452,452,서울성심병원,"Td(파상풍, 디프테리아)",에스케이티디백신주,"30,000",서울 동대문구,37.58414390000001,127.0498232
453,453,서울성심병원,"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,"30,000",서울 동대문구,37.58414390000001,127.0498232
454,454,서울성심병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"40,000",서울 동대문구,37.58414390000001,127.0498232
455,455,서울성심병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"50,000",서울 동대문구,37.58414390000001,127.0498232
456,456,서울성심병원,폐렴구균,프로디악스-23프리필드시린지,"60,000",서울 동대문구,37.58414390000001,127.0498232
457,457,서울성심병원,폐렴구균,프리베나13주,"150,000",서울 동대문구,37.58414390000001,127.0498232
458,458,서울적십자병원,대상포진,조스타박스주,"150,000",서울 종로구,37.5670139,126.9669384
459,459,서울적십자병원,로타바이러스,로타텍액,"75,000",서울 종로구,37.5670139,126.9669384
460,460,서울적십자병원,A형간염,박타주 0.5ml,"40,000",서울 종로구,37.5670139,126.9669384
461,461,서울적십자병원,A형간염,박타프리필드 시린지 1ml,"60,000",서울 종로구,37.5670139,126.9669384
462,462,서울적십자병원,수두,바리-엘백신,"35,000",서울 종로구,37.5670139,126.9669384
463,463,서울적십자병원,사람유두종바이러스,서바릭스프리필드시린지,"115,000",서울 종로구,37.5670139,126.9669384
464,464,서울적십자병원,사람유두종바이러스,가다실9프리필드시린지,"200,000",서울 종로구,37.5670139,126.9669384
465,465,서울적십자병원,인플루엔자,플루아릭스테트라프리필드시린지,"26,000",서울 종로구,37.5670139,126.9669384
466,466,서울적십자병원,"Td(파상풍, 디프테리아)",티디퓨어주,"32,000",서울 종로구,37.5670139,126.9669384
467,467,서울적십자병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"40,000",서울 종로구,37.5670139,126.9669384
468,468,서울적십자병원,폐렴구균,프로디악스-23,"40,000",서울 종로구,37.5670139,126.9669384
469,469,서울적십자병원,폐렴구균,신플로릭스프리필드시린지,"80,000",서울 종로구,37.5670139,126.9669384
470,470,서울적십자병원,폐렴구균,신플로릭스프리필드시린지,"80,000",서울 종로구,37.5670139,126.9669384
471,471,서울특별시 동부병원,대상포진,조스타박스주,"100,530",서울 동대문구,37.57534,127.03152
472,472,서울특별시 동부병원,로타바이러스,로타텍액,"57,721",서울 동대문구,37.57534,127.03152
473,473,서울특별시 동부병원,로타바이러스,로타릭스프리필드,"91,719",서울 동대문구,37.57534,127.03152
474,474,서울특별시 동부병원,A형간염,박타프리필드 시린지 1ml,"52,130",서울 동대문구,37.57534,127.03152
475,475,서울특별시 동부병원,A형간염,아박심160U성인용주,"50,668",서울 동대문구,37.57534,127.03152
476,476,서울특별시 동부병원,A형간염,박타주 0.5ml,"32,286",서울 동대문구,37.57534,127.03152
477,477,서울특별시 동부병원,수두,바리-엘백신,"31,487",서울 동대문구,37.57534,127.03152
478,478,서울특별시 동부병원,수막구균,멘비오,"79,145",서울 동대문구,37.57534,127.03152
479,479,서울특별시 동부병원,사람유두종바이러스,가다실프리필드시린지,"102,791",서울 동대문구,37.57534,127.03152
480,480,서울특별시 동부병원,사람유두종바이러스,가다실9프리필드시린지,"123,785",서울 동대문구,37.57534,127.03152
481,481,서울특별시 동부병원,"Td(파상풍, 디프테리아)",티디퓨어주,"30,114",서울 동대문구,37.57534,127.03152
482,482,서울특별시 동부병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"37,063",서울 동대문구,37.57534,127.03152
483,483,서울특별시 동부병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"37,937",서울 동대문구,37.57534,127.03152
484,484,서울특별시 동부병원,폐렴구균,프리베나13주,"69,234",서울 동대문구,37.57534,127.03152
485,485,서울특별시보라매병원,대상포진,조스타박스주,"119,865",서울 동작구,37.4934315,126.9240038
486,486,서울특별시보라매병원,로타바이러스,로타텍액,"71,376",서울 동작구,37.4934315,126.9240038
487,487,서울특별시보라매병원,로타바이러스,로타릭스프리필드,"78,993",서울 동작구,37.4934315,126.9240038
488,488,서울특별시보라매병원,A형간염,아박심160U성인용주,"46,208",서울 동작구,37.4934315,126.9240038
489,489,서울특별시보라매병원,A형간염,박타프리필드 시린지 0.5ml,"32,523",서울 동작구,37.4934315,126.9240038
490,490,서울특별시보라매병원,A형간염,하브릭스주 0.5ml,"30,842",서울 동작구,37.4934315,126.9240038
491,491,서울특별시보라매병원,A형간염,박타주 0.5ml,"31,212",서울 동작구,37.4934315,126.9240038
492,492,서울특별시보라매병원,A형간염,하브릭스주 1ml,"33,555",서울 동작구,37.4934315,126.9240038
493,493,서울특별시보라매병원,A형간염,박타프리필드 시린지 0.5ml,"32,523",서울 동작구,37.4934315,126.9240038
494,494,서울특별시보라매병원,수두,수두박스주,"29,291",서울 동작구,37.4934315,126.9240038
495,495,서울특별시보라매병원,수막구균,멘비오,"105,954",서울 동작구,37.4934315,126.9240038
496,496,서울특별시보라매병원,사람유두종바이러스,가다실프리필드시린지,"109,671",서울 동작구,37.4934315,126.9240038
497,497,서울특별시보라매병원,사람유두종바이러스,가다실9프리필드시린지,"119,686",서울 동작구,37.4934315,126.9240038
498,498,서울특별시보라매병원,사람유두종바이러스,서바릭스프리필드시린지,"97,912",서울 동작구,37.4934315,126.9240038
499,499,서울특별시보라매병원,인플루엔자,박씨그리프테트라주,"30,549",서울 동작구,37.4934315,126.9240038
500,500,서울특별시보라매병원,장티푸스,지로티프-주,"24,737",서울 동작구,37.4934315,126.9240038
501,501,서울특별시보라매병원,"Td(파상풍, 디프테리아)",디티부스터에스에스아이주,"29,357",서울 동작구,37.4934315,126.9240038
502,502,서울특별시보라매병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"35,112",서울 동작구,37.4934315,126.9240038
503,503,서울특별시보라매병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"35,112",서울 동작구,37.4934315,126.9240038
504,504,서울특별시보라매병원,폐렴구균,프리베나13주,"70,056",서울 동작구,37.4934315,126.9240038
505,505,서울특별시보라매병원,폐렴구균,신플로릭스프리필드시린지,"63,207",서울 동작구,37.4934315,126.9240038
506,506,서울특별시보라매병원,폐렴구균,프로디악스-23프리필드시린지,"31,450",서울 동작구,37.4934315,126.9240038
507,507,서울특별시서남병원,대상포진,조스타박스주,"99,709",서울 양천구,37.5124059,126.8331164
508,508,서울특별시서남병원,로타바이러스,로타릭스프리필드,"91,509",서울 양천구,37.5124059,126.8331164
509,509,서울특별시서남병원,로타바이러스,로타텍액,"58,646",서울 양천구,37.5124059,126.8331164
510,510,서울특별시서남병원,A형간염,박타프리필드 시린지 1ml,"52,130",서울 양천구,37.5124059,126.8331164
511,511,서울특별시서남병원,A형간염,박타프리필드 시린지 0.5ml,"33,410",서울 양천구,37.5124059,126.8331164
512,512,서울특별시서남병원,A형간염,아박심160U성인용주,"54,401",서울 양천구,37.5124059,126.8331164
513,513,서울특별시서남병원,A형간염,하브릭스주 1ml,"50,290",서울 양천구,37.5124059,126.8331164
514,514,서울특별시서남병원,A형간염,하브릭스주 0.5ml,"31,571",서울 양천구,37.5124059,126.8331164
515,515,서울특별시서남병원,A형간염,아박심80U소아용주,"32,194",서울 양천구,37.5124059,126.8331164
516,516,서울특별시서남병원,수두,수두박스주,"28,669",서울 양천구,37.5124059,126.8331164
517,517,서울특별시서울의료원,대상포진,조스타박스주,"100,530",서울 중랑구,37.612781,127.0981787
518,518,서울특별시서울의료원,로타바이러스,로타릭스프리필드,"81,829",서울 중랑구,37.612781,127.0981787
519,519,서울특별시서울의료원,로타바이러스,로타텍액,"50,991",서울 중랑구,37.612781,127.0981787
520,520,서울특별시서울의료원,수두,바리-엘백신,"29,727",서울 중랑구,37.612781,127.0981787
521,521,서울특별시서울의료원,수두,스카이바리셀라주,"31,487",서울 중랑구,37.612781,127.0981787
522,522,서울특별시서울의료원,수막구균,메낙트라주,"79,145",서울 중랑구,37.612781,127.0981787
523,523,서울특별시서울의료원,사람유두종바이러스,가다실9프리필드시린지,"141,720",서울 중랑구,37.612781,127.0981787
524,524,서울특별시서울의료원,사람유두종바이러스,서바릭스프리필드시린지,"71,979",서울 중랑구,37.612781,127.0981787
525,525,서울특별시서울의료원,사람유두종바이러스,가다실프리필드시린지,"78,838",서울 중랑구,37.612781,127.0981787
526,526,서울특별시서울의료원,인플루엔자,스카이셀플루4가프리필드시린지,"34,765",서울 중랑구,37.612781,127.0981787
527,527,서울특별시서울의료원,장티푸스,지로티프-주,"25,379",서울 중랑구,37.612781,127.0981787
528,528,서울특별시서울의료원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"38,147",서울 중랑구,37.612781,127.0981787
529,529,서울특별시서울의료원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"38,147",서울 중랑구,37.612781,127.0981787
530,530,서울특별시서울의료원,폐렴구균,프리베나13주,"69,234",서울 중랑구,37.612781,127.0981787
531,531,성심의료재단강동성심병원,대상포진,조스타박스주,"190,000",서울 강동구,37.5358098,127.1358359
532,532,성심의료재단강동성심병원,로타바이러스,로타릭스프리필드,"130,000",서울 강동구,37.5358098,127.1358359
533,533,성심의료재단강동성심병원,로타바이러스,로타텍액,"100,000",서울 강동구,37.5358098,127.1358359
534,534,성심의료재단강동성심병원,A형간염,아박심80U소아용주,"40,000",서울 강동구,37.5358098,127.1358359
535,535,성심의료재단강동성심병원,A형간염,아박심160U성인용주,"60,000",서울 강동구,37.5358098,127.1358359
536,536,성심의료재단강동성심병원,수두,수두박스주,"45,000",서울 강동구,37.5358098,127.1358359
537,537,성심의료재단강동성심병원,수막구균,멘비오,"150,000",서울 강동구,37.5358098,127.1358359
538,538,성심의료재단강동성심병원,사람유두종바이러스,가다실9프리필드시린지,"210,000",서울 강동구,37.5358098,127.1358359
539,539,성심의료재단강동성심병원,장티푸스,지로티프-주,"20,000",서울 강동구,37.5358098,127.1358359
540,540,성심의료재단강동성심병원,"Td(파상풍, 디프테리아)",티디퓨어주,"30,000",서울 강동구,37.5358098,127.1358359
541,541,성심의료재단강동성심병원,"Tdap(파상풍, 디프테리아, 백일해)",아다셀주,"42,000",서울 강동구,37.5358098,127.1358359
542,542,성심의료재단강동성심병원,폐렴구균,프로디악스-23,"40,000",서울 강동구,37.5358098,127.1358359
543,543,성심의료재단강동성심병원,폐렴구균,신플로릭스프리필드시린지,"130,000",서울 강동구,37.5358098,127.1358359
544,544,성심의료재단강동성심병원,폐렴구균,프리베나13주,"130,000",서울 강동구,37.5358098,127.1358359
545,545,성애의료재단 성애병원,대상포진,조스타박스주,"180,000",서울 영등포구,37.5119571,126.9223932
546,546,성애의료재단 성애병원,로타바이러스,로타릭스프리필드,"130,000",서울 영등포구,37.5119571,126.9223932
547,547,성애의료재단 성애병원,로타바이러스,로타텍액,"100,000",서울 영등포구,37.5119571,126.9223932
548,548,성애의료재단 성애병원,A형간염,아박심160U성인용주,"65,000",서울 영등포구,37.5119571,126.9223932
549,549,성애의료재단 성애병원,A형간염,박타프리필드 시린지 1ml,"65,000",서울 영등포구,37.5119571,126.9223932
550,550,성애의료재단 성애병원,A형간염,박타프리필드 시린지 1ml,"65,000",서울 영등포구,37.5119571,126.9223932
551,551,성애의료재단 성애병원,수두,수두박스주,"35,000",서울 영등포구,37.5119571,126.9223932
552,552,성애의료재단 성애병원,수두,스카이바리셀라주,"35,000",서울 영등포구,37.5119571,126.9223932
553,553,성애의료재단 성애병원,수막구균,멘비오,"150,000",서울 영등포구,37.5119571,126.9223932
554,554,성애의료재단 성애병원,사람유두종바이러스,서바릭스프리필드시린지,"130,000",서울 영등포구,37.5119571,126.9223932
555,555,성애의료재단 성애병원,사람유두종바이러스,가다실9프리필드시린지,"200,000",서울 영등포구,37.5119571,126.9223932
556,556,성애의료재단 성애병원,사람유두종바이러스,가다실프리필드시린지,"150,000",서울 영등포구,37.5119571,126.9223932
557,557,성애의료재단 성애병원,인플루엔자,보령플루Ⅷ테트라백신주,"35,000",서울 영등포구,37.5119571,126.9223932
558,558,성애의료재단 성애병원,장티푸스,지로티프-주,"15,000",서울 영등포구,37.5119571,126.9223932
559,559,성애의료재단 성애병원,"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,"35,000",서울 영등포구,37.5119571,126.9223932
560,560,성애의료재단 성애병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"50,000",서울 영등포구,37.5119571,126.9223932
561,561,성애의료재단 성애병원,폐렴구균,프리베나13주,"120,000",서울 영등포구,37.5119571,126.9223932
562,562,성애의료재단 성애병원,폐렴구균,프로디악스-23프리필드시린지,"50,000",서울 영등포구,37.5119571,126.9223932
563,563,세란병원,대상포진,조스타박스주,"195,000",서울 종로구,37.5751167,126.9574713
564,564,세란병원,대상포진,스카이조스터주,"150,000",서울 종로구,37.5751167,126.9574713
565,565,세란병원,A형간염,하브릭스주 1ml,"80,000",서울 종로구,37.5751167,126.9574713
566,566,세란병원,수막구균,멘비오,"150,000",서울 종로구,37.5751167,126.9574713
567,567,세란병원,사람유두종바이러스,가다실프리필드시린지,"150,000",서울 종로구,37.5751167,126.9574713
568,568,세란병원,사람유두종바이러스,가다실9프리필드시린지,"180,000",서울 종로구,37.5751167,126.9574713
569,569,세란병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,"30,000",서울 종로구,37.5751167,126.9574713
570,570,세란병원,"Td(파상풍, 디프테리아)",녹십자티디백신프리필드시린지주,"40,000",서울 종로구,37.5751167,126.9574713
571,571,세란병원,"Tdap(파상풍, 디프테리아, 백일해)",부스트릭스프리필드시린지,"45,000",서울 종로구,37.5751167,126.9574713
572,572,세란병원,폐렴구균,프리베나13주,"110,000",서울 종로구,37.5751167,126.9574713
573,573,순천향대학교 부속 서울병원,대상포진,조스타박스주,"170,000",서울 용산구,37.5339355,127.0043336
574,574,순천향대학교 부속 서울병원,대상포진,스카이조스터주,"140,000",서울 용산구,37.5339355,127.0043336
575,575,순천향대학교 부속 서울병원,로타바이러스,로타텍액,"90,000",서울 용산구,37.5339355,127.0043336
576,576,순천향대학교 부속 서울병원,로타바이러스,로타릭스프리필드,"130,000",서울 용산구,37.5339355,127.0043336
577,577,순천향대학교 부속 서울병원,A형간염,하브릭스주 1ml,"70,000",서울 용산구,37.5339355,127.0043336
578,578,순천향대학교 부속 서울병원,수막구균,멘비오,"150,000",서울 용산구,37.5339355,127.0043336
579,579,순천향대학교 부속 서울병원,수막구균,메낙트라주,"150,000",서울 용산구,37.5339355,127.0043336
580,580,순천향대학교 부속 서울병원,사람유두종바이러스,가다실9프리필드시린지,"200,000",서울 용산구,37.5339355,127.0043336
581,581,순천향대학교 부속 서울병원,사람유두종바이러스,서바릭스프리필드시린지,"150,000",서울 용산구,37.5339355,127.0043336
582,582,순천향대학교 부속 서울병원,사람유두종바이러스,가다실프리필드시린지,"180,000",서울 용산구,37.5339355,127.0043336
583,583,순천향대학교 부속 서울병원,인플루엔자,지씨플루쿼드리밸런트프리필드시린지주,"40,000",서울 용산구,37.5339355,127.0043336
584,584,순천향대학교 부속 서울병원,인플루엔자,스카이셀플루4가프리필드시린지,"40,000",서울 용산구,37.5339355,127.0043336
585,585,순천향대학교 부속 서울병원,장티푸스,지로티프-주,"15,000",서울 용산구,37.5339355,127.0043336
586,586,순천향대학교 부속 서울병원,폐렴구균,프로디악스-23프리필드시린지,"40,000",서울 용산구,37.5339355,127.0043336
587,587,순천향대학교 부속 서울병원,폐렴구균,프리베나13주,"100,000",서울 용산구,37.5339355,127.0043336
588,588,씨엠병원,대상포진,스카이조스터주,"130,000",서울 영등포구,37.51879100000001,126.9038173
589,589,씨엠병원,A형간염,아박심160U성인용주,"80,000",서울 영등포구,37.51879100000001,126.9038173
590,590,씨엠병원,수두,스카이바리셀라주,"40,000",서울 영등포구,37.51879100000001,126.9038173
591,591,씨엠병원,사람유두종바이러스,가다실9프리필드시린지,"210,000",서울 영등포구,37.51879100000001,126.9038173
